Date,Tweets,S/N,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at
30/08/2022,Ehem is this thang still wokin ??,158,2604,1,2024-10-01T10:51:12.710701Z,5494,1.268,Normal,2024-10-01T10:51:12.710701Z
31/07/2022,"Jul 31, 2022 
Nairobi kenya , I'll be coming very soon ??????",159,2605,1,2024-10-01T10:51:16.262236Z,5495,0.737,Normal,2024-10-01T10:51:16.262236Z
31/07/2022,"Love you London, Thank you???",160,2606,1,2024-10-01T10:51:20.423653Z,5496,0.695,Normal,2024-10-01T10:51:20.423653Z
30/07/2022,Beast in Tems clothing?,161,2607,1,2024-10-01T10:51:24.435633Z,5497,0.834,Normal,2024-10-01T10:51:24.435633Z
22/07/2022,My heart fgs ?????,162,2608,1,2024-10-01T10:51:28.163971Z,5498,0.628,Normal,2024-10-01T10:51:28.163971Z
21/07/2022,Don’t be deceived??,163,2609,1,2024-10-01T10:51:32.687667Z,5499,0.903,Normal,2024-10-01T10:51:32.687667Z
19/07/2022,Bring your bikinis! It’s gonna be hawt???,164,2610,1,2024-10-01T10:51:36.754537Z,5500,0.823,Normal,2024-10-01T10:51:36.754537Z
09/07/2022,"God said “more than you can ever imagine x 100”

I LOVE YOU ALL, ITS FOR LIFE.",165,2611,1,2024-10-01T10:51:41.286193Z,5501,1.028,Normal,2024-10-01T10:51:41.286193Z
07/07/2022,Goise Please Never forget: We are all Mad???,166,2612,1,2024-10-01T10:51:47.915435Z,5502,4.978,Offensive,2024-10-01T10:51:53.834126Z
07/07/2022,"Btw I never stopped producing. I just wasn’t ready to share it. I told 
@GuiltyBeatz
give me all the beats that I will NEVER do in this life. And the result was IF ORANGE WAS A PLACE. 

My Debut Album is packed with my production. And I’m 100x better than I was 3 years ago.",167,2613,1,2024-10-01T10:51:59.112640Z,5503,0.982,Normal,2024-10-01T10:51:59.112640Z
07/07/2022,"
Where I made FOR BROKEN EARS.",168,2614,1,2024-10-01T10:52:05.762628Z,5504,3.541,Indeterminate,2024-10-01T10:52:05.762628Z
07/07/2022,"
Trenches is a real place.",169,2615,1,2024-10-01T10:52:09.501317Z,5505,0.724,Normal,2024-10-01T10:52:09.501317Z
07/07/2022,"
Good morning to my beautiful baes all over de worl, how you deyyyyy???????",170,2616,1,2024-10-01T10:52:17.478665Z,5506,1.299,Normal,2024-10-01T10:52:17.478665Z
28/06/2022,"I’m taking today to appreciate alll the Sisters today. Thank you for existing, thank you for deciding to get up and do something because someone saw that and became inspired by it. 
@Asa_official 

@Omawumi 

@TiwaSavage 

@yemialadee 

@OfficialWaje 

@SympLySimi 

@OfficialNiniola",171,2617,1,2024-10-01T10:52:21.726170Z,5507,0.857,Normal,2024-10-01T10:52:21.726170Z
28/06/2022,"@amaarae

@Gyakie_

@ayrastarr

@faveszn

@TeniEntertainer

When I see anyone of you gracing a stage, I feel like that’s me. We’re all winning and we’re about to move in like a Tsunami. So before it starts, know that Love lives on this side.
As we show the world how it’s done.",172,2618,1,2024-10-01T10:52:34.793319Z,5508,6.808,Normal,2024-10-01T10:52:34.793319Z
28/06/2022,"And if I missed any messages it is definitely unintentional. I don’t take your kind words and support for granted. Sending you all love today because you DESERVE.
Love always?????",173,2619,1,2024-10-01T10:52:41.400441Z,5509,1.628,Normal,2024-10-01T10:52:41.400441Z
21/06/2022,"Dear Gang, 

Unfortunately tomorrow’s show (22nd) is now postponed to next month. 

We apologise for any inconvenience this may have caused. 

These are the new dates. Thank you for your love and understanding 

-Management",174,2620,1,2024-10-01T10:52:57.862587Z,5510,12.621,Normal,2024-10-01T10:52:57.862587Z
17/06/2022,New dates?????,175,2621,1,2024-10-01T10:53:01.849325Z,5511,1.046,Normal,2024-10-01T10:53:01.849325Z
15/06/2022,June Baby???,176,2622,1,2024-10-01T10:53:07.430859Z,5512,2.474,Normal,2024-10-01T10:53:07.430859Z
10/06/2022,"New #LeadingVibeRadio drops tomorrow at 3pm WAT! 

So grateful to have Stormzy join us on this one. 

Stay tuned!??:",177,2623,1,2024-10-01T10:53:14.028429Z,5513,1.797,Normal,2024-10-01T10:53:14.028429Z
08/06/2022,"I need to say a HUGE THANK YOU to my managers 
@IAmDonawon
@kingwdavies.

Work Ethic is unbeatable, even when I’m out here going crazy, yah hold me down. It’s ordained. Love you guys so much.

And Muyizzz my big bro, I’ll keep working hard. It’s For life??????",178,2624,1,2024-10-01T10:53:22.145741Z,5514,2.817,Normal,2024-10-01T10:53:22.145741Z
08/06/2022,"I need to say a HUGE THANK YOU to my managers 
@IAmDonawon
@kingwdavies.

Work Ethic is unbeatable, even when I’m out here going crazy, yah hold me down. It’s ordained. Love you guys so much.

And Muyizzz my big bro, I’ll keep working hard. It’s For life??????",179,2625,1,2024-10-01T10:53:28.074175Z,5515,2.247,Normal,2024-10-01T10:53:28.074175Z
02/06/2022,Tired honestly ??????,180,2626,1,2024-10-01T10:53:32.543190Z,5516,0.9,Normal,2024-10-01T10:53:32.543190Z
04/06/2022,"Comrade calm down, it’s on the way.
Wait for me??",181,2627,1,2024-10-01T10:53:37.384826Z,5517,1.238,Normal,2024-10-01T10:53:37.384826Z
04/06/2022,"Look I have my own type of dance. I know how it looks. It’s so beautiful and raw. It’s my own special unique dance.
So you just gonna have to get used to it and rock with me. 
Cuz that shit is here to stay??",182,2628,1,2024-10-01T10:53:45.483943Z,5518,5.069,Normal,2024-10-01T10:53:45.483943Z
03/06/2022,"Toronto, I’m comingggg??????",183,2629,1,2024-10-01T10:53:59.412874Z,5519,11.185,Normal,2024-10-01T10:53:59.412874Z
02/06/2022,Ok Back to Business. Byeeee,184,2630,1,2024-10-01T10:54:03.626037Z,5520,0.679,Normal,2024-10-01T10:54:03.626037Z
02/06/2022,"Nah Fuck the Hate. Fuck the fakes. 

I have to apologise to my fans the entire gang, my team. Can’t believe I didn’t see this shit before. 
I’m the fuckn prime. It’s over.
Lmaooooooooooooooooooooo

I’ve been delivered from my slumber. 
We’re switching this shit up.",185,2631,1,2024-10-01T10:54:13.279861Z,5521,3.403,Offensive,2024-10-01T10:54:13.279861Z
31/05/2022,Love you Brighton??,186,2632,1,2024-10-01T10:54:17.348171Z,5522,0.746,Normal,2024-10-01T10:54:17.348171Z
19/05/2022,"Thank you 
@CocaCola
for the invite to participate in The Conductor, along with some really amazing artists from around the world.",187,2633,1,2024-10-01T10:54:22.257982Z,5523,1.371,Normal,2024-10-01T10:54:22.257982Z
14/05/2022,Free your mind??????,188,2634,1,2024-10-01T10:54:26.450040Z,5524,0.963,Normal,2024-10-01T10:54:26.450040Z
12/05/2022,Love you D.C???,189,2635,1,2024-10-01T10:54:30.589314Z,5525,0.691,Normal,2024-10-01T10:54:30.589314Z
12/05/2022,"Appreciate you!??? 
@1future",190,2636,1,2024-10-01T10:54:34.366920Z,5526,0.691,Normal,2024-10-01T10:54:34.366920Z
09/05/2022,The leading vibe????,191,2637,1,2024-10-01T10:54:37.832619Z,5527,0.706,Normal,2024-10-01T10:54:37.832619Z
05/05/2022,"Massachusetts ????
I love you so much??",192,2638,1,2024-10-01T10:54:41.313248Z,5528,0.836,Normal,2024-10-01T10:54:41.313248Z
03/05/2022,"Providence, Rhode Island????

Thank you????",193,2639,1,2024-10-01T10:54:45.785368Z,5529,1.07,Normal,2024-10-01T10:54:45.785368Z
01/05/2022,Baby in Pink??,194,2640,1,2024-10-01T10:54:49.478006Z,5530,0.633,Normal,2024-10-01T10:54:49.478006Z
30/04/2022,"The good soil??, 3pm ???? time
Let’s goooo??????",195,2641,1,2024-10-01T10:54:53.426086Z,5531,0.65,Normal,2024-10-01T10:54:53.426086Z
21/04/2022,Gats to oyel it??,196,2642,1,2024-10-01T10:54:57.702946Z,5532,0.844,Normal,2024-10-01T10:54:57.702946Z
21/04/2022,My guyssss??,197,2643,1,2024-10-01T10:55:01.046504Z,5533,0.634,Normal,2024-10-01T10:55:01.046504Z
10/04/2022,I just dey greet una. Happy Sunday??,198,2644,1,2024-10-01T10:55:04.299645Z,5534,0.569,Normal,2024-10-01T10:55:04.299645Z
10/04/2022,"
I just dey greet una. Happy Sunday??",199,2645,1,2024-10-01T10:55:07.851835Z,5535,2.704,Normal,2024-10-01T10:55:11.919645Z
31/03/2022,"This is the beginning of my own year, my first drop of the year will be on the show. Tooo excited ??????",200,2646,1,2024-10-01T10:55:16.338488Z,5536,1.408,Normal,2024-10-01T10:55:16.338488Z
31/03/2022,Keep on thinking,201,2647,1,2024-10-01T10:55:20.748017Z,5537,1.061,Normal,2024-10-01T10:55:20.748017Z
31/03/2022,"Time always will tell. 
LEADING VIBE RADIO x 
@AppleMusic

Nothing like this one, JOIN ME THIS SATURDAY April 3rd with yah Eye Shining!! By Yours truly???",202,2648,1,2024-10-01T10:55:24.731670Z,5538,0.914,Normal,2024-10-01T10:55:24.731670Z
31/03/2022,6pm. Watch this space??,203,2649,1,2024-10-01T10:55:28.431390Z,5539,0.742,Normal,2024-10-01T10:55:28.431390Z
20/03/2022,Brighton we coming!?,204,2650,1,2024-10-01T10:55:36.459417Z,5540,0.598,Normal,2024-10-01T10:55:36.459417Z
07/03/2022,"I found a new excitement and I can’t wait to share it when it’s time. 
I’m only writing this just in case there’s someone here that needs to see this shit. 
It could all be over in a second, figure your shit out so you can at least enjoy the fuck outta life before you go.",205,2651,1,2024-10-01T10:55:41.035564Z,5541,1.497,Normal,2024-10-01T10:55:41.035564Z
07/03/2022,"Just become aware, cuz once you do the only way is forward, once you understand, you can’t stop understanding. 
Life is either or, so choose a side 
Choose to know yourself.
Cuz if you don’t know why you’re here, no one can know for you.",206,2652,1,2024-10-01T10:55:55.922843Z,5542,11.526,Normal,2024-10-01T10:55:55.922843Z
07/03/2022,"Self awareness. That’s it 
I take time off to know myself because my music is fuckin real. It comes from the most honest part of me and that place must always be true as I live my life.",207,2653,1,2024-10-01T10:56:01.293337Z,5543,1.241,Normal,2024-10-01T10:56:01.293337Z
07/03/2022,"The real beauty is in the process. 
It’s not the result. 
The beauty is in the moment not the memory, the memory is the collateral.",208,2654,1,2024-10-01T10:56:04.723181Z,5544,0.658,Normal,2024-10-01T10:56:04.723181Z
04/03/2022,"Let’s goooo??? 
@glastonbury",209,2655,1,2024-10-01T10:56:08.998713Z,5545,0.766,Normal,2024-10-01T10:56:08.998713Z
27/02/2022,"I really just want the gang to enjoy meeeeee, You will know who I am???",210,2656,1,2024-10-01T10:56:15.867088Z,5546,1.188,Normal,2024-10-01T10:56:15.867088Z
21/02/2022,Thank you ??????,211,2657,1,2024-10-01T10:56:21.110628Z,5547,1.707,Normal,2024-10-01T10:56:21.110628Z
19/02/2022,"What good is an opinion when it doesn’t change facts???

Do more, talk less?",212,2658,1,2024-10-01T10:56:25.402648Z,5548,0.742,Normal,2024-10-01T10:56:25.402648Z
17/02/2022,"It was all a dream, headlining at Strawberries and Cream Nigga Screammmm!",213,2659,1,2024-10-01T10:56:28.846507Z,5549,0.629,Normal,2024-10-01T10:56:28.846507Z
02/02/2022,Gang????,214,2660,1,2024-10-01T10:56:32.491458Z,5550,0.598,Normal,2024-10-01T10:56:32.491458Z
01/02/2022,Bee dear!?,215,2661,1,2024-10-01T10:56:35.914393Z,5551,0.675,Normal,2024-10-01T10:56:35.914393Z
28/12/2021,"ONE DOLLAR?!!??
Your love > cash anyday!!???",216,2662,1,2024-10-01T10:56:39.248968Z,5552,0.649,Normal,2024-10-01T10:56:39.248968Z
25/12/2021,"So GANG?? join me tomorrow, I can’t wait to see you all. Tix are online but they’re also gonna be at the door.
This is the link. See you there?",217,2663,1,2024-10-01T10:56:43.346653Z,5553,1.251,Normal,2024-10-01T10:56:43.346653Z
25/12/2021,"I’m not used to talking too much when things aren’t going as planned but Gang, I got really sick recently.
Honestly it was bad.

I’ve had to cancel a lot this December. Except tomorrow. It’s my only real show this time. And I want to make it so special???",218,2664,1,2024-10-01T10:56:56.034239Z,5554,1.478,Normal,2024-10-01T10:56:56.034239Z
25/12/2021,Merry Christmas Gang!?????,219,2665,1,2024-10-01T10:56:59.515418Z,5555,0.591,Normal,2024-10-01T10:56:59.515418Z
22/12/2021,"LAGOS! It’s going to be special??

Can’t wait to see you all ??",220,2666,1,2024-10-01T10:57:02.705772Z,5556,0.66,Normal,2024-10-01T10:57:02.705772Z
13/12/2021,Next year???,221,2667,1,2024-10-01T10:57:06.927788Z,5557,1.301,Normal,2024-10-01T10:57:06.927788Z
13/12/2021,"This very day Last Year, I was sitting in prison in Uganda bonding with women and kids. 
I almost can’t believe the things I’ve seen so far. 
All I can say is God is too awesome and He will always have the last and final laugh???????",222,2668,1,2024-10-01T10:57:23.393013Z,5558,2.661,Normal,2024-10-01T10:57:23.393013Z
04/12/2021,Final London show tonight! It’s been so special. This one will be the best yet. SEE YOU SOON???????,223,2669,1,2024-10-01T10:57:27.908238Z,5559,0.667,Normal,2024-10-01T10:57:27.908238Z
27/11/2021,Last Night was too incredible!! Energy too pure! Thank you to everyone that came out I love you can’t wait for the next one???,224,2670,1,2024-10-01T10:57:31.672823Z,5560,0.636,Normal,2024-10-01T10:57:31.672823Z
25/11/2021,Love you Queen!!????,225,2671,1,2024-10-01T10:57:35.817277Z,5561,1.171,Normal,2024-10-01T10:57:35.817277Z
23/11/2021,"Closing it all with my day 0s. LAGOS, this December????",226,2672,1,2024-10-01T10:57:39.464261Z,5562,0.848,Normal,2024-10-01T10:57:39.464261Z
21/11/2021,"God always makes a way, I can’t believe it, I’m HOME??????",227,2673,1,2024-10-01T10:57:44.429160Z,5563,0.993,Normal,2024-10-01T10:57:44.429160Z
19/11/2021,Took me tf outtt #Adele30?,228,2674,1,2024-10-01T10:57:48.116951Z,5564,0.631,Normal,2024-10-01T10:57:48.116951Z
19/11/2021,"My FAV 
@Adele
jus dropped!! First time she played this to me I sobbed from beginning to end, in front of her! 
it was so embarrassing??

The fuckn GOAT?",229,2675,1,2024-10-01T10:57:52.131526Z,5565,1.163,Normal,2024-10-01T10:57:52.131526Z
16/11/2021,To My UK Gang ??????,230,2676,1,2024-10-01T10:57:58.773007Z,5566,1.503,Normal,2024-10-01T10:57:58.773007Z
04/11/2021,"Good Morning Gang, I’m so pleased to announce my Tiny desk’ 
@npr
is OUT!??
",231,2677,1,2024-10-01T10:58:02.703499Z,5567,0.954,Normal,2024-10-01T10:58:02.703499Z
03/11/2021,I do what I do and you do what you CAN do about it.,232,2678,1,2024-10-01T10:58:09.159263Z,5568,2.553,Normal,2024-10-01T10:58:09.159263Z
29/10/2021,"Unbelievable, London Koko already sold out ?
Soo excited to see youuu
Birmingham tix still available??",233,2679,1,2024-10-01T10:58:12.953527Z,5569,0.801,Normal,2024-10-01T10:58:12.953527Z
29/10/2021,"Gratitude is the truest form of self-love, Its a deeper level in the game.",234,2680,1,2024-10-01T10:58:16.566853Z,5570,0.934,Normal,2024-10-01T10:58:16.566853Z
27-10-2021],Damn.,235,2681,1,2024-10-01T10:58:20.278479Z,5571,1.015,Indeterminate,2024-10-01T10:58:20.278479Z
22/10/2021,Don’t be annoyDed,236,2682,1,2024-10-01T10:58:24.265701Z,5572,1.041,Normal,2024-10-01T10:58:24.265701Z
,,,,,,,,,
,,,,,,,,,
