S/N,DATE,TWEET
217,23-4-2024,"
Learning martial arts or boxing instills discipline but I don’t expect you to know that if you have never been through it. That said, if your child is a bully, you self suppose collect"
218,23-4-2024,"
Fathers, teach your daughters how to defend themselves against attackers.

Her future self esteem matters more than the hurt she will inflict on her oppressor or attacker.

Abi bully dey mad ni?"
219,14-4-2024,"
Make una self drop una headache. Goal goal goal, no result."
220,4-4-2024,"
“ Contemporary Nigerian foolishness “"
221,1-4-2024,"
You don’t need to wait for the days your team is in right now. 

Leave Arsenal to their fate and face yours... It’s embarrassing"
222,1-4-2024,"
Make una try focus on una team"
223,1-4-2024,"
Wan maan dò kú normally 🤣. Attack Trossard aggressively at your own “riks“"
224,1-4-2024,"

Roy keane get sense pass many people"
225,1-4-2024,"
Agbado inu igo di awo mojumo fun adiye… Abi haters no go like dey see say them no matter?"
226,1-4-2024,"
You rate fools too much… they don’t qualify as fear. "
227,1-4-2024,"

You all need to stop generalizing your negative tribalism; it’s prolonging the unity of purpose you needed to succeed as people.

All of una eyes go open one day say no be politics be the biggest enemy but the people the politician report to."
228,31-3-2024,"
It actually makes more sense that a man of this skin color was put through torture for having his own beliefs."
229,31-3-2024,"
You no fit await wetin your team go play… shameless devul wey no get fire for him hell"
230,29-4-2024,This is why you must hold your government accountable… have you ever heard of regulatory bodies? It still takes a village to raise a child.
231,26-4-2024,If you are a pure one then i fuck with you… it’s as simple as that. Make people wey get sense begin align because the ones wey no get don align and na dem dey reign.
232,26-4-2024,"Who put them in power? lol. Dey play. Most of the fools backing liars don’t eventually benefit from the spoils. Check the grass-root politicians, struggle wan finish them but them dey political party dey supp"
233,26-4-2024,"Police brutality no be until police injure or off person. 
I know how i have dealt with police oppression in the past and guess what, it’s usually the citizens that instigate the abuse of power against themselves.

Most of you are more ev!l than the politicians."
234,26-4-2024,"
You don’t have to be perfect to protect the children. Hell on earth and in the afterlife to those poisoning innocence by sleeping with them.

And those that turn a blind eye because of money, may those eyes never function for good for you."
235,25-4-2024,Gbo gbo wan o ni ni isimi
236,25-8-2024,"My parents raised me to hate “iregun” so i will leave out details of what I’ve done for rap and rappers in Nigeria materially and mentally.

Again, it’s not like any of you can walk up to me in Real life and be your bitch self so enjoy online."
237,25-8-2024,"Hip hip deads… terry no sabi rap again? Mojeed nko? What about O-zone? Sauce? And the younger ones? Corleone? Vader? What is your playlist saying? 
Check all out monthly listeners for instance on spotify and see how dead you HIPHop “followers” are.

Mumu people."
238,25-8-2024,Hiphop heads wey their patronage no dey ever show for hiphop back end data? 😂 clowns
239,25-8-2024,"They have opinions that never seem to consider the CHILDREN. 

No man or woman is perfect but considering the CHILD is a MUST! 
You say your partner is selfish but what about you to the one who didn’t hurt you to begin with?

Man or woman, all of una wey dey support lies dey mad."
240,18-4-2024,"Most Christians and Muslims behave like they don’t know the holy books talks to them more than any other “ sinner “ group 😂.

I mean, Nigeria has always been headed by either Christians or Muslims… and see where it is…"
241,17-4-2024,Sad to hear but life happens. There are officers who didn’t know my dad passed and found out later. There are people that are just acquaintances and not close buds. I don’t hassle anyone who doesn’t with me and that’s fine but i hear you.
242,11-4-2024,Are you asking what the use of making sense is to a dummy is?
243,11-4-2024,"Person wey get job wey still dey broke many times based on normal life dey tell musician say him style of music no dey dey sell.

Black life wey no too send black life dey say Black Lives Matter. 

Fuck the force men and their PTSD but they should act civil.

Ok now."
244,9-4-2024,These children say make i pass the Igbo wey i dey smoke for thinking about it o. Lol
245,9-4-2024,"That’s why i laugh at the older generation saying the younger generations are “rude”… lol. 

Who raised them?  🫵🏾."
246,4-4-2024,You learn to leave the sins of the father to the father… many are totally different from their parents although it may be true that some dangers that come with bad leadership doesn’t escape the immediate family of the bad leader.
247,18-12-2024,"It just hit me what my guy was saying that deodorant self don too cost so… 
today, one “ gba “ attack me and i no even see the person lol."
248,15-2-2024,"When many of you are tired, you will go back to loving music personally; It’s the same way most of are choosing leaders… it’s always by what “they” are saying as though your own say is useless."
249,12-2-2024,Na so one man return Naija jersey as game finish say e no buy again! Lmao! Goofs out there wondering how I’m wearing a jersey and calm…. Werey my love for Naija pass ball naw.
250,12-2-2024,"Why many wait till we lose to talk say Eagles no play well? 
Una been dey fear before? Lol.

Alwada and co."
251,11-2-2024,Nelson Dey crase… kudus dribble pass defense he dribble pass kudus immediately from defense… lol.
252,8-2-2024,"I don waaaaaaaaaaake😤😤😤😤. Watched with a South African and she was hoping to laugh at us at the end she no know say na barrack boy she dey deal with; Yab wan wound am 😂.

Todays bants for her is Gbafana gbafana as in Gbą fun ana, gbą fun ana… e don happen e don happen."
253,8-2-2024,"I don waaaaaaaaaaake😤😤😤😤. Watched with a South African and she was hoping to laugh at us at the end she no know say na barrack boy she dey deal with; Yab wan wound am 😂.

Todays bants for her is Gbafana gbafana as in Gbą fun ana, gbą fun ana… e don happen e don happen."
254,31-1-2024,"until they stop the fake hate, fake values, fake thinking, fake respect, fake love, fake topics in fake schools, fake life where, For most, constantly struggling with  “ modern “ lifestyle is “ living “, fake unity and religion and fake Ego, it’s just another episode."
255,22-1-2024,"Every body in their different settlements are needed to speak to the best for their immediate environment. 

When this becomes the case, the entire stance becomes everyone making sure their initial vicinity is good as in… “ na from house we dey dress to public “."
256,22-1-2024,You are all too busy being better than each other ( kinda like rappers ). You do all these and act like you are better when you all agree that you are all uncomfortable in your “ comfort “.
257,19-1-2024,"About ibadan again, i have no intention of letting such become a norm. The least anyone can do is do their best where they can. Ibadan is dear to me and that’s enough to stand for it to remain its beautiful easy self.

Peace to everybody who deserves peace."
258,17-1-2024,I don’t even find it sickening personally. It’s just embarrassing
259,17-1-2024,"
Whatever it is going on in ibadan, all i know is, i am not willing to accept such as a norm; It will never be normal to me and i will stand against anything that intends to make it a norm. 
Nowhere should be under such pressure and Ibadan is definitely not the place to disturb if and only if this blast is not a simple mishap: we await appropriate investigation."
260,26-12-2023,"
There is a plague of stupid people creating a weak image of Nigerians because of forex. 

They leave a trail of foreign investors thinking it’s okay to deal with African acts however greed allows. It is literally the same story of how the slave masters deceived and made people sign agreements that had greedy terms hidden from simple comprehension"
261,26-12-2023,Lol. I actually don’t mind Martinez getting cooked 😂. Either way e sweet.
262,19-12-2023,"To the intelligent Nigerian, be careful not to be used to spread propaganda that distracts even you; it’s not worth it."
263,19-12-2023,"Them ask you why you dey pull out, you say you dey fear STD’s…werey! You are not supposed to go in in the first place You fool lmao"
264,19-12-2023,"Them ask you why you dey pull out, you say you dey fear STD’s…werey! You are not supposed to go in in the first place You fool lmao"
265,19-12-2023,"Them ask you why you dey pull out, you say you dey fear STD’s…werey! You are not supposed to go in in the first place You fool lmao"
266,8-12-2023,Oyo state police command should provide proof of his welfare package and use that as a befitting argument against his misconduct.
267,26-12-2023,"
If then like make them be anything na for their headache against Arsenal"
268,25-10-2023,"You wey no dey pay attention for class?

Olodo."
269,25-11-2023,"All you Chelsea fans trying to make sure kai fails are just irritating.

Move on from his dick… 
aren’t your jaws tired? 
Setting a world record maybe? 
You made your point already now fuck off!"
270,9-11-2023,Omo! When men dey tell me Wetin dey happen i just dey laugh. Like embarrassing talks. Embarrassing bro.
271,8-11-2023,Garri can’t talk about VAR decisions tomorrow now can he? Will he take a ball to demonstrate on the pitch again? Find out on the next episode of  werey Elenu Nla.
272,4-11-2023,No be your mama prayer go help you do that wan werey. Iwo l’o oni fo now.
273,2-11-2023,"Bible fry decieve them say they wicked. Lmao. Na woman dey lead war? 

Make dem dey fore-play"
274,31-10-2023,"You wey dem dey pull in dey crase lol. Jokes apart, no one knows what turn life will take which is why you must always be on guard. Guide your thoughts diligently"
275,31-10-2023,"This is a lie. You are still guys, the other one no just get sense at the moment. You may distance however you deem fit but your guy na your guy."
276,31-10-2023,"No mind dem. Igbo go dey him own, crack and co go begin drag am join Wetin e no do… lol"
277,31-10-2023,I just remember my guy wey go cut cable of brand new electric incense burner because he wan plug old fan wey no get plug. Fool come dey vex again say i dey check am... E know Wetin him eyes finally see that day.
278,21-10-2023,You’re a joker if you think i want to bant with you about the Match. Stop the desperation… it’s should be embarrassing that you even thought it in the first place.
279,19-10-2023,Ofo de ni olofo man se normally hence the status quo…
280,19-10-2023,On fucking dun
281,14-10-2023,"trust Nigerians to see when it’s time; The world will hate why they showed Nigerians that no one is perfect.

Nigerians will not pass on the opportunity to remind you how ugly your own house is if need be… they should’ve been excluded from colonialism; these people are mad😂"
282,6-10-2023,"All of u a wey dey talk anyhow about Thomas Partey get mind sha! 

No be una fault"
283,30-9-2023,Sebi you dey wear glasses? You no Dey see road wey lead to your front?
284,14-9-2023,"To think they now become slaves to the whip mentality when in truth, time and age catches up with the whipper and the whip. Whipper will get old and too tired to whip and whip will become lonely and die as such."
285,9-9-2023,"The nerve of some Of you… 

if the head Of Your family sits in meetings I have sat in with the people i have sat with, the head of your house will become a side chic but we aren’t having that conversation."
286,27-7-2023,"The education system that so many are PROUD about is actually harming their intellectual discourse but hey, let the clowns earn their wage"
287,26-7-2023,"Una dey talk like say no be the same Nigerians dey reference past regimes as economically better if you are looking at how the dollar has further made your currency a bigger bitch in valuation.

Abi no be animals wey lack discipline many people de behave like? 
The same citizens"
288,26-7-2023,"I have called out more darkness than you can ever sleep through from your birth till you are old and gone.

As for being afraid, you don’t know what you are saying."
289,16-7-2023,Una no get boys for area? Dey there dey speak English.
290,16-7-2023,"Na oyibo sense oyibo get. If African no show am, e no fit know african sense."
291,16-7-2023,"Quite silly of them but na usual privilege wey dem don dey claim since; come to Africa (Nigeria) and talk like they know exactly what the reality is. 

Make we no talk of the fact say na them self cause many of the rubbish wey dey sup as them dey claim to introduce “advancements”"
292,16-7-2023,A lot of men are unstable and fucking stupid no worry yourself.
293,6-7-2023,"Silence is broken at time so the stupid can know they are… maybe that way they will repent because the more stupid people we have, them more stupid the society."
294,6-7-2023,"Person wey no get monkey post team dey call Arsenal small club…

Even if you be O.G. 
The meaning of your own O.G 
na Own Goal.

Ode go say na bant 😂."
295,13-4-2023,"You are personally offended that someone else is personally offended.

“ you must be stupid if you think you have a case”"
296,11-4-2023,"How I go vex for you, see as you fine like fresh thief 😂"
297,11-4-2023,The breeze wey dey blow these days dey carry fowl and fowl yansh go totally; e go even carry fowl guys if them dey 😂.
298,9-4-2023,Leeds dey craze with that free kick just now 😂
299,9-4-2023,"If only them know Wetin rage be for barrack when fight sup 😂.
Children are not left out of the madness either."
300,27-2-2023,"Yoruba ro inu and NOT owo. 

Una dey say make Yoruba think but una Dey think about money. 

Na so."
301,19-1-2023,"it started to make sense that everything hardship in Nigeria is intentional. Think about it, how will you remember a stealing politician and what they stole when your entire life is from one unnecessary difficulty to another? Even if you get car, you shock absorber must collect."
302,16-1-2023,The nerve of these fools who are struggling
303,8-1-2023,"Oya sorry, you are not daft, you just type like you are. I’m sure there are other realities where you are a good person too."
304,5-1-2023,"There you go again talking like you are immune to “ hypocrisy “ which is hypocritical in itself. 
You also just generalized a personal response action with conviction in your statement. You must have known personally though🤷🏾‍♂️"
305,5-1-2023,"There you go again talking like you are immune to “ hypocrisy “ which is hypocritical in itself. 
You also just generalized a personal response action with conviction in your statement. You must have known personally though🤷🏾‍♂️"
306,24-12-2022,Eyin ti ori gbogbo idile yin ti daru ju ori ile ede wa.
307,24-12-2022,"Those of you vexing Dey try o.
It’s been about 13 years of vector and I can only imagine how hurt you must feel that nothing stops me.

To think I’m one out of the few who never took sides with those destroying your lives in governance.

May you find peace before you die."
308,24-12-2022,Funny how none of these boys can bruise me
309,21-12-2022,No worry smelling bad go cost you
310,19-11-2022,"Many of una still get mind come online dey talk Wetin una know say go back fire.
 Una say “Nigeria no fit good again” but if Naija na the people and you be part of Naija, then e mean say you self no fit good again so na YOU be the problem.
Many of una na thief self."
311,20-9-2022,Pls go and vote and stop asking question Rada rada 🤨
312,16-9-2022,Imagine sag ninja change am for biggie say him self no fit find clue😂
313,6-9-2022,Some of you actually act like you believe your political choice is not influenced by bribe. You actually sound silly  a lot of times. Having a mind of your own is a myth to you… we may fault your upbringing but you too can stop being stupid.
314,6-9-2022,"Many don’t like how honest I can be and that shows that many don’t like being honest so why should such people matter in consideration? By the way, the Corrupt leader does nit bribe himself now does he? Welcome to your self created and prolonged hell… There’s a lava pool too😈."
315,20-8-2022,"Dem suppose call AJ team
Come collect with am. It’s was always and obvious thing when he fights. I’m so irritated with this fight."
316,20-8-2022,"If Aj looses this fight, he should just kiss usyk and take a ring from him because I don’t understand why he’s acting like he’s playing with his wife"
317,4-8-2022,"
Them convict you for killing the lady seeking a job and you want to run away? Lol. You think say na only police dey find you?"
318,23-6-2022,"I have always said, there is no way you have to kill a human being and harvest his/her body parts just for money to fall from the unknown spirit world when money is simple paper and ink.

Now you know how crazy your reality is."
319,23-6-2022,"I studied philosophy of law in Unilag. I know it’s spirit and letter arguments.
I can also spot various foundational fallacies in arguments like
“appeal to pity”, “hasty generalization” & more…

That said, only the bar exams i engaged is by Royce da 5’9🤷🏾‍♂️.

Sega wey dey mad."
320,23-6-2022,"
I studied philosophy of law in Unilag. I know it’s spirit and letter arguments.
I can also spot various foundational fallacies in arguments like
“appeal to pity”, “hasty generalization” & more…

That said, only the bar exams i engaged is by Royce da 5’9🤷🏾‍♂️.

Sega wey dey mad."
321,23-6-2022,Comot the 7. Na one man e be. One mumu man. Mumu na wey deserve serious discipline
322,16-6-2022,"God don punish all of una wey dem dey use to come disrupt and further destroy lives of people wey just dey try survive this bullshit called government of today in Nigeria. When you japa, carry your generation with you and friends so the consequences no go touch them."
323,16-6-2022,"Not unless everyone in your circle is dumb, the ones wey get sense go see truth when them reason am by themselves."
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
334,,
335,,
336,,
337,,
338,,
339,,
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,,
355,,
356,,
357,,
358,,
359,,
360,,
361,,
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,,
376,,
377,,
378,,
379,,
380,,
381,,
382,,
383,,
384,,
385,,
386,,
387,,
388,,
389,,
390,,
391,,
392,,
393,,
394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,,
450,,
451,,
452,,
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,,
461,,
462,,
463,,
464,,
465,,
466,,
467,,
468,,
469,,
470,,
471,,
472,,
473,,
474,,
475,,
476,,
477,,
478,,
479,,
480,,
481,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
492,,
493,,
494,,
495,,
496,,
497,,
498,,
499,,
500,,
501,,
502,,
503,,
504,,
505,,
506,,
507,,
508,,
509,,
510,,
511,,
512,,
513,,
514,,
515,,
516,,
517,,
518,,
519,,
520,,
521,,
522,,
523,,
524,,
525,,
526,,
527,,
528,,
529,,
530,,
531,,
532,,
533,,
534,,
535,,
536,,
537,,
538,,
539,,
540,,
541,,
542,,
543,,
544,,
545,,
546,,
547,,
548,,
549,,
550,,
551,,
552,,
553,,
554,,
555,,
556,,
557,,
558,,
559,,
560,,
561,,
562,,
563,,
564,,
565,,
566,,
567,,
568,,
569,,
570,,
571,,
572,,
573,,
574,,
575,,
576,,
577,,
578,,
579,,
580,,
581,,
582,,
583,,
584,,
585,,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,,
651,,
652,,
653,,
654,,
655,,
656,,
657,,
658,,
659,,
660,,
661,,
662,,
663,,
664,,
665,,
666,,
667,,
668,,
669,,
670,,
671,,
672,,
673,,
674,,
675,,
676,,
677,,
678,,
679,,
680,,
681,,
682,,
683,,
684,,
685,,
686,,
687,,
688,,
689,,
690,,
691,,
692,,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,,
723,,
724,,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,,
738,,
739,,
740,,
741,,
742,,
743,,
744,,
745,,
746,,
747,,
748,,
749,,
750,,
751,,
752,,
753,,
754,,
755,,
756,,
757,,
758,,
759,,
760,,
761,,
762,,
763,,
764,,
765,,
766,,
767,,
768,,
769,,
770,,
771,,
772,,
773,,
774,,
775,,
776,,
777,,
778,,
779,,
780,,
781,,
782,,
783,,
784,,
785,,
786,,
787,,
788,,
789,,
790,,
791,,
792,,
793,,
794,,
795,,
796,,
797,,
798,,
799,,
800,,
801,,
802,,
803,,
804,,
805,,
806,,
807,,
808,,
809,,
810,,
811,,
812,,
813,,
814,,
815,,
816,,
817,,
818,,
819,,
820,,
821,,
822,,
823,,
824,,
825,,
826,,
827,,
828,,
829,,
830,,
831,,
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,,
844,,
845,,
846,,
847,,
848,,
849,,
850,,
851,,
852,,
853,,
854,,
855,,
856,,
857,,
858,,
859,,
860,,
861,,
862,,
863,,
864,,
865,,
866,,
867,,
868,,
869,,
870,,
871,,
872,,
873,,
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,,
890,,
891,,
892,,
893,,
894,,
895,,
896,,
897,,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,,
925,,
926,,
927,,
928,,
929,,
930,,
931,,
932,,
933,,
934,,
935,,
936,,
937,,
938,,
939,,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,,
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
