S/N,Date,Tweet
343,25/12/22,I sound like hot eba Dey my mouth. Melly Klismax 🎄
344,21/12/22,The babes wey Dey enter my eyes na onions. 🤦🏽‍♂️
345,21/12/22,Ahh “GOD’s crooked lines”
346,15/12/22,Limited edition Jazzy babies now available on the @jazzysburger  app. Milkshake wey Dey burst brain. E come cute join. Hehe 😉
347,14/12/22,That keeper dulled there. This is World Cup. Move to the ball jor
348,14/12/22,Bro you already know I’m one of your biggest fans and I love you. 💪🏾🤍🐘
349,09/12/22,Abeg keeper Emiliano Martinez come collect Ta ta ta 💃🏻💃🏻💃🏻💃🏻
350,09/12/22,Hot shit Dey catch me 🙆🏾‍♂️
351,09/12/22,I called that. I knew it 🙆🏾‍♂️🤦🏽‍♂️
352,09/12/22,Eyaaaa Brazil
353,09/12/22,Ahh 🙌🏽🙌🏽🙌🏽 you are too much boss. 💪🏾🤍
354,09/12/22,Well he chose to have me on his podcast. Gratitude is a must. 
355,09/12/22,Thanks for having me 🤍🐘
356,08/12/22,Which tweet?
357,08/12/22,How many sugar u sef don give me 😛
358,08/12/22,Ok thanks. I will put you in my special prayers now. GOD will perform wonders in your life before Dec 16. And you will not only buy tickets to the concert. You will sponsor your friends too. Amennnnn 🙏🏾
359,08/12/22,Taaaa where is your ticket to the concert? 😢
360,08/12/22,I like you too
361,08/12/22,She wants to see you too. 
362,08/12/22,Sooooo Dec 16 is Mavin all star concert and you have not gotten your tickets yet and later you will say you are my friend. I smile 🚶🏼‍♂️
363,05/12/22,So I decided to personally deliver @jazzysburger to our official first customer and our highest spending DOROBUCCI’s so far. Was a very exciting launch day. Thanks once again to everyone 4 the support. For those that haven’t bought yet you can buy anytime from 6am to 7pm. 🍔🤍🐘
364,,"We are here guys. Thanks to my new customers. I appreciate una die. Your burgers are on the way. 
@jazzysburger
 🍔 🤍"
365,,1 day to go guys. Tomorrow we feast on the @jazzysburger  🍔🍔🍔. @iamnasboi  Dey package am 📦. 
366,04/12/22,Lord I’m grateful. 🙏🏾
367,03/12/22,Go and listen to #ChapterX The Mavin album make Wetin happen for 1972 no happen again o. 
368,02/12/22,ALERT 🚨 | won da mo The Movie 🎥 OUT NOW‼️
369,02/12/22,"GIVEAWAY ‼️I will be paying 40% scholarships for at least 1000 people off the Alt. School Tuition, so that they will become software engineers & build new innovative apps.  
@AltSchoolAfrica
  🤍🐘"
370,02/12/22,"And this  is open to all my fans everywhere in Africa. Uganda, Nigeria, Rwanda o Ghana too. Just go to @AltSchoolAfrica  ‘s website Sign up, use the code #DonJazzy40"
371,02/12/22,"Good morning. While you were sleeping, Album wey hot drop. 😁 #ChapterX "
372,01/12/22,What a World Cup 🙆🏾‍♂️
373,01/12/22,Just 2 hours to go and you will hear your man @Johnnydrille  on the 
374,01/12/22,New Music Out at midnight. #ChapterX The album by Mavins. #MavinAt10
375,01/12/22,Are you sure you are doing ALL you can do to get yourself to the next level? 🐘
376,01/12/22,Impressive. 🤍
377,01/12/22,Lol na me jor.
378,30/11/22,The Jazz is in every bite 😉🍔
379,29/11/22,Thanks brother mi 🤍
380,29/11/22,Hehe osheee pre order the burger 🍔😁🤍
381,29/11/22,have been in the kitchen working on a couple of projects I would be unlocking one at a time and as always will be glad if y’all join me on my exciting journey. As a foodie I’m happy to officially start the countdown to the arrival of @Jazzysburger  🍔 💃🏻💃🏻💃🏻. Hehe 🐘
382,29/11/22,What happens when Mavin All Stars come together to create an album? We say magic! Chapter X is coming! 𝗟𝗜𝗞𝗘 ❤️ this Tweet and we’ll make sure you don’t miss out on this special gift we’ve prepared for you.
383,24/11/22,"Continuing the celebration of Mavin at 10, our Allstar album “Chapter  X” drops on Dec 2. "
384,22/11/22,"If you haven’t listened to #Wondamo by Mavins, pls click the link below to listen. Thanks. 👇🏿"
385,22/11/22,Ahh Amazing
386,22/11/22,Thanks to everyone that have listened to #WonDamo by Mavins and helped it kiss No 1 on the chart. More music coming on the Mavin Album. 🤍 🐘
387,22/11/22,No sir it’s called appreciating your supporters.
388,21/11/22,Happy birthday Baddest. More blessings bro. GOD got you. @davido
389,20/11/22,Lol see my Mainland #WonDaMo. I swear una Dey try. Pocolee i go need training o. 
390,19/11/22,Lol na you introduce them na. 
391,19/11/22,Thanks guys. 
392,19/11/22,E don Dey enter Abi? 😁
393,19/11/22,Congrats super star 🦇 @heisrema
394,19/11/22,"Men of Quality Do Not Fear Equality. On international men’s day, we must remember that we owe it to the young boys and men around us, to be an example of a fairer world, where everyone matters equally, regardless of gender, biology and class. Happy International Men’s Day."
395,18/11/22,Make your blessings no seize oooo. Oya say Amen 🙏🏾. 
396,18/11/22,Hard record 🔑🔥🔥
397,11/11/22,Congratulations bro. You deserve it 💯. @burnaboy  🦍 💪🏾
398,11/11/22,Me too. I have blocked the new don jazzy. Block him too
399,11/11/22,Won da mo - Mavins
400,11/11/22,Lol I Dey baff with better soap 🧼. Make I cut soap for you? 😁 
401,10/11/22,"Had to meet my favorite spoken word artist. She is soooo good. You guys should check her out. Thanks for coming thru Miss 
@_havfy"
402,10/11/22,"From all indications, the global economy has had to deal with various headwinds this year. We are at a tipping point and have to be prepared so businesses and income earners are able to weather the storm in coming months. Our country's work force needs a lot of support. 🤍🐘"
403,09/11/22,Lol 😂 no kill me with laugh
404,09/11/22,Ahh Thanks boss. I appreciate but nobody Dey overlook me o. I just deliberately don’t blow my trumpet too often so that you can hear others. I’m considerate like that 😉 🤍
405,09/11/22,Who order the azul for #WonDaMo by Mavins?
406,07/11/22,Baby girl why you crying? Clean your tears with my currency 💵 😁
407,04/11/22,Shout out to @Miss_nelsonoge  Happy birthday to you. Have fun and GOD bless. 🤍🐘
408,04/11/22,How are you my friends? I’m turning 40 on Nov 26th. I no go mind gifts this year Abeg. I no do shakara. I pray you see this message my friend. 🤍
409,04/11/22,Wow. Love it guys. 👏🏾👏🏾👏🏾🤍
410,01/11/22,I can’t begin to imagine how David and Chioma feels now. Father pls comfort your children. My condolences. 🙏🏾🤍
411,04/11/22,You did great bro. 🤍🐘
412,28/10/22,Congratulations Kabiyesi & Olori. May God continue to bless your home. Amen 🙏🏾
413,28/10/22,Go and listen to the Ep first when you come back I will tell you lol 
414,28/10/22,"Haaaaaaa I can’t pick a fav song from this new 
@Johnnydrille
 #HomeEP oooo. I don try try. Pls listen and pick for me. Such an amazing body of work. Ft Phyno, Cavemen and Adekunle Gold. Click link below to listen. 👇🏿👇🏿"
415,27/10/22,How are you my friend is still the best song in the world. If you like be Gen Z or Gen Q. 
416,27/10/22,"It’s more fun when it’s with family. Excited to announce the Mavin at 10 special, curated specially for our fans. "
417,21/10/22,"Hmm 2 months ago dollar was 650, and today it’s 750. Save your money in dollars immediately to protect your money from gbas gbos. Download the Quidax app now and start saving in dollars. 🤍🐘 "
418,20/10/22,Thanks everyone for your support so far. Pls keep listening. Go and play #HowAreYouMyFriend again now. 😁
419,20/10/22,I wish I watched the last episode of the #TheWatcher first.
420,17/10/22,Wetin we do gan gan ? Hissss
421,17/10/22,E no go better for Adam and Eve o. 🚶🏼‍♂️
422,17/10/22,Ahh we yaf finished the drink. 🤦🏽‍♂️
423,17/10/22,Don’t mess with me. Go and mess alone. 🚶🏼‍♂️
424,16/10/22,"Dream wey I don catch, tie am rope gum body for over 15 years now. Helping other people do the same is what turns me on now. It’s a different high. 😁"
425,16/10/22,You have tried na. 10 years is not beans.
426,16/10/22,Hehe 18 years more like. You didn’t know me for the other 2 years. 😁 Thanks a lot
427,16/10/22,I can’t imagine myself not doing this music business. I wake up every morning with the same passion from 20 years ago. 🤍🐘
428,15/10/22,Add #HowAreYouMyFriend to a video showcasing your friends business for a chance to get a repost from me. At least you can give your friend that. 🤍🐘
429,15/10/22,DjYkmule should be a genre on its own. 🔥 🤍🐘
430,15/10/22,Follow who know the updated road. 🤍🐘
431,15/10/22,Add #HowAreYouMyFriend to a video showcasing your friends business for a chance to get a repost from me. At least you can give your friend that. 🤍🐘
432,12/10/22,I Dey for you my friends. @wandecoal @deejaybign
433,12/10/22,How are you my friend? Hope you are well? Hope your market Dey sell? - @Johnnydrille
434,12/10/22,"Everyone can relate to this new @Johnnydrille song. Share with your friends and loved ones so they know you haven’t forgotten them o. 

"
435,07/10/22,Have u checked on ur loved ones lately? You should. We made a song that really means a lot to us. I truly hope y’all get it and it sparks something in us all to make genuine connections. #HowAreYouMyFriend  by @Johnnydrille  produced by @Donjazzy drops on Wed 12/10
436,02/10/22,E Dey rush for more countries. Thanks 🙏🏾
437,02/10/22,Go to church today and pray make your tap Dey rush as you listen to rush by @ayrastarr
438,02/10/22,Producers & songwriters are the backbone of artists. Mavin is taking lead to celebrate these geniuses who without them the music is incomplete. We are leaving no one behind. #MavinActivated
439,29/09/22,Yesterday's Naira is not today's Naira. You can save in US Dollars on @Quidaxglobal
440,28/09/22,Bloody Samaritan remix @ayrastarr Ft @KELLYROWLAND OUT NOW!!
441,27/09/22,E Dey rush for Kenya 🇰🇪. Thanks for the No 1 guys. Congratulations @ayrastarr
442,27/09/22,"Get your morning dose of #Rush by @ayrastarr today. 
"
443,26/09/22,Worry not. I go give you one Jazzy earbud from New Age. You must hear this Gbedu well. 🤍🐘
444,26/09/22,Official video for the NO 1 song in the country #Rush by @ayrastarr OUT NOW!
445,25/09/22,We don’t take your support for granted at all. Thanks for streaming. It’s a great song. Pls don’t forget to add to your playlist. Congratulations @ayrastarr  E Dey rush 🤍🐘
446,25/09/22,I have only entered my pool 2 times. Once for @LadiPoe ‘s #Feeling and now for @ayrastarr ‘s #Rush 🤦🏽‍♂️ . I should really learn to swim.
447,25/09/22,"Thanks a lot for the love and support guys we really really appreciate y’all. E Dey rush 🤍🐘
"
448,24/09/22,"Thanks for the videos. Pls keep tagging me on yours for a chance to get reposted. 
"
449,24/09/22,"Just like fine wine, @ayrastarr ‘s #Rush Is getting sweeter everyday. Listen here: - "
450,23/09/22,Lol cos I took the picture 😁🤍🐘
451,23/09/22,"Good morning. Don’t forget to stream #Rush by @ayrastarr today. 
"
452,22/09/22,"Rush by @ayrastarr is NO 1 in Uganda now. Thanks UG 🇺🇬. 
"
453,22/09/22,People get talent oooo. See this guy’s take of @ayrastarr ‘s #Rush. 🔥🔥🔥 @whoisjipo
454,21/09/22,Eko hotel this Friday. Holla for a pic if you see me. 🤍🐘
455,21/09/22,"add #rush by @ayrastarr to your playlist now. thanks 
"
456,20/09/22,"Send this to 10 of your loved ones. Let them know you are thinking of them and wish them well. 

#HowAreYou @Johnnydrille"
457,19/09/22,Meet the animal in human form. 🏃🏿‍♂️🏃🏿‍♂️🏃🏿‍♂️
458,18/09/22,"Sabi girls coming thru. No too much talk. 
"
459,16/09/22,How many times have you streamed #Rush today o. It’s not enough 😁 hehe
460,16/09/22,"While you were sleeping, This fire Jam dropped. #Rush by @ayrastarr . Click the link to listen. And pls retweet to your followers if you like what you heard. Thanks. 🤍🐘"
461,13/09/22,Dem want Dey check if my tap no rush.. 😝
462,12/09/22,Dear Big brother we are not understanding again o. Somebody explain for me abeg #bbnaija   
463,08/09/22,Me dancing to @asakemusik JOHA 💃🏻💃🏻🤍🤍🐘🐘
464,07/09/22,Squirting AC for sale. 🚶🏼‍♂️
465,07/09/23,I still Dey practice. @oxladeofficial
466,06/09/22,Listening to @Llonamusik 🤍🐘
467,04/09/22,When my artists are fully blown Dey sweet die. But you see that upcoming growth phase.   When I have to beg to convince you guys to listen. Earning one fan as each day comes. It’s fulfilling and keeps me going. Hard on pro max. I’m charged up. 💪🏾💪🏾💪🏾🤍🐘.
468,03/09/22,Went to watch my boy @heisrema shut down NY today. Fucking beast. 🦇 🤍🐘
469,31/08/22,Abeg epp me listen to this Mid Ep by the newest Mavin BAYANNI. Pls retweet so that plenty people will know that it’s really mid.
470,31/08/22,😁 It’s Mavin na. I don follow you. 🤍🐘
471,27/08/22,Na for my old age I come Dey fine. Come and collect fine sugar daddy o. 🤍🐘
472,26/08/22,"I’m beginning to like Snapchat. But abeg this my bitmoji no resemble na. How una take Dey do am? 
"
473,26/08/22,Good morning. Have you listened to BAYANNI this morning? Oya Listen and be blessed..
474,25/08/22,"The real BAYANNI account is @itsbayanni and it’s verified. The fake one has been suspended. 
"
475,25/08/22,"The feeling of birthing somebody into the digital world is soooo beautiful. 1 min before activation, nothing on google. Check back 10mins after and the name BAYANNI is everywhere. Think of cleaning your ear + squirting + better credit alert 😉 "
476,25/08/22,The episode 2 of the Donjazzy Radio Show is OUT NOW guys. On this episode i talked to the @Ajebo_hustlers . Shout out to @DeejayBigN for the assist. Listen and share. Thanks
477,25/08/22,Dear upcoming artists. Pls read and share the message in black.
478,24/08/22,Una too funny 😂
479,24/08/22,"I carry my family for head. If them never chop I must double hustle. - @itsbayanni 

"
480,24/08/22,"Epp us beg @MI_Abaga #TheGuy make him chill small make we collect No.1 screenshot for BAYANNI Ep o before Buju  @BNXN Ep come oooo. 🙆🏾‍♂️
"
481,24/08/22,I know you haven’t listened to BAYANNI yet. Wetin I do you naa? 😢
482,24/08/22,"While you are on that bolt ride. It will be nice if you can listen to our BAYANNI EP ooo 😉. And pls share your experience with us. 🐘
"
483,23/08/22,Be wetting your appetite before new music drops. #MavinActivated @itsbayanni
484,23/08/22,"It’s that time again when we bring to you another young talent from the Mavin Academy. Meet BAYANNI. He has gone through series of defining moments and is ready to be unveiled to the world. 

Pls Welcome @itsbayanni , the newest MAVIN. 
"
485,19/08/22,"I go wait if na 10 years e go take. 😢🚶🏼‍♂️
"
486,16/08/22,The song and the video Dey carry me go where I no know. Epp me epp me. Lol 🙌🏽🙌🏽
487,12/08/22,"The queen @TiwaSavage and Zinoleesky blessed us with a new new #Jaiyeforeign 

Listen here and pls retweet. Thanks 
"
488,22/07/22,"No bad songs in this Magixx’s Atom Ep. But your bad belle fit no make you see truth talk am. 
"
489,21/07/22,Nice paintings bro. Saw your work in my Dm. Talk soon. 🤍🐘
490,21/07/22,Lol you just created the playlist now jor. Washing. Anyhow sha thanks.
491,21/07/22,No wahala. Hope this clears it. You can change your avatar and return to your regular tweeting o.
492,21/07/22,Don’t send anybody. Enjoy your life.
493,18/07/22,"The reception to Crayon’s Ijolabalaba has been mind blowing. 
"
494,11/07/22,"Sometimes I catch myself saying “Mavinssssss shaaaa” lol  🤍🐘
"
495,09/07/22,"It’s a movement. Don’t be left out. #iLL by @crayonthis 

"
496,09/07/22,I’m forming hard guy like I’m fine but deep down I really want salah meat. 😢
497,09/07/22,"The song even hits harder in the rain. 
"
498,08/07/22,"Gather here, like and retweet if you are too happy for @crayonthis 🤍
"
499,08/07/22,Big shout out to my bro @beatsbysarz for blessing @crayonthis with such a banger. Production is super genius as always. Thanks 🤍🐘
500,07/07/22,The skills plenty. I go still sign you for my football club sef. @crayonthis
501,07/07/22,Lorde @heisrema you made a global smash. Don’t calm down. 🤍🦇🐘
502,06/07/22,"Guys pls share this link to your followers for me. This Crayon’s song is really dope and they must listen o. #ijolabalaba 
"
503,06/07/22,So Crayon’s Ijo laba laba #iLL drops at midnight. The song is so infectious. Everyone loves it so far at Mavin. 🤍🐘
504,29/06/22,"I am excited to announce that I am the new face of New Age Premium Mobile Phone Accessories. I wasn’t just unveiled as the brand ambassador, we also unveiled new range of premium earbuds. Everyone, meet the JAZZY EARBUDS. #JazzUpTheGroove #NewAgehub #stayon #TheFutureIsNewAge"
505,13/06/22,Don’t be too hard on yourself. Spread love. 🤍🐘 - 🎥 @cloutafrica
506,12/06/22,Have you heard Ladipoe’s Big Energy?
507,12/06/22,"It’s her big energy for me. 
"
508,12/06/22,Dear artists pls keep up the hustle. It hasn’t picked yet does not mean that you are not who you are. See my boy Cray na. @crayonthis is having the time of his life. Trust me y’all haven’t seen anything yet sef. His bank is loaded as f*ck. More jams coming. #MAVIN 🐘
509,11/06/22,Sorry I took long boss. 💪🏾
510,10/06/22,"This is one song that actually best describes @Ladipoe - #BigEnergy
"
511,10/06/22,The order of things #TOOTmovie is Out in the cinema today.   It’s a beautiful romantic comedy movie directed by @IamDrSID . I’m sure you will love it.
512,10/06/22,It’s her #BigEnergy for me on this new song Ase. Go check it out.
513,10/06/22,Don’t forget to check out Ase|Amen by @ayrastarr OUT NOW❗️❗️❗️
514,10/06/22,Book your fav celebrity to amaze your loved ones with a personalized video shout out like this on the amaze africa app now. Follow @amazeafricaoff for more details.
515,10/06/22,Ahh ok o. You will manage 100 then since you Dey shy to use bio and then your …. Nvm 🚶🏼‍♂️
516,09/06/22,Who do you see in the frame 🖼? I’m blushing hehe . 🐘
517,09/06/22,We might need a bigger Mavin HQ. No space to park cars again o.
518,09/06/22,I can Amaze you instead. 😉🐘😂🔥
519,08/06/22,Thanks for following @amazeafricaoff boss. I sent you an amaze shout out. Check it out 😉🐘
520,08/06/22,It’s a brave new world. Thank you @bakareshariff for my BoredApe painting I love it.
521,08/06/22,Follow @amazeafricaoff for more info about Amaze. If it’s your byday today let me know so I can amaze you. 😁🐘
522,08/06/22,When is your birthday? 😁 You can now book me to do a shout out for you here :- amaze.africa/book-celebrity… 
523,04/06/22,The premiere is tomorrow but from June 10th everybody can see it in the cinema. We will appreciate your support as always. The #TOOTmovie Directed by @IamDrSID
524,04/06/22,Mavins don’t fail sir. Reekado had one of the biggest singles last year (Ozumba Mbadiwe). We are all attending the premiere of #TOOTmovie tomorrow directed by Dr Sid. And Dija acted in the movie also. Growth sir.
525,04/06/22,"Tag a rap lover and a rap hater. You must sha hear @Ladipoe .

B I G  E N E R G Y"
526,04/06/22,Dear @heisrema you have got a gold plaque in France for Dumebi from your debut Ep. Omo you are beyond special. More blessings Lorde Raver. Shout out to all the Ravers that made this possible. All glory to GOD. 🦇🤍 #Mavin
527,02/06/22,So @crayonthis visited his secondary school. 🤍
528,31/05/22,If you say na genius I be then na genius I be na. 🤷🏽‍♂️🐘
529,31/05/22,🐘 I'm excited to announce that I will be hosting a monthly radio series on Apple Music 1 called Don Jazzy Radio from today (Tuesday 31st May). Discover Don Jazzy Radio on @applemusic: apple.co/_DonJazzyRadio
530,30/05/22,"Shout out to the Mavin team in Ghana and the Mavin fans. We appreciate the love and support. We love y’all. ❤️💪🏾
"
531,28/05/22,"Recreate with your friend and tag me. Thanks 
"
532,28/05/22,"The mix sweet me die. 

@djamesthedj_ Day 6: Sungba x Essence 
The biggest song of 2022 and 2021 🔥"
533,27/05/22,"No more enjoying Quidax alone O!
Get your friends to sign up on @QuidaxGlobal with your referral code.
My own code is QDonJazzy
 
Also I am going to overload the Bitcoin wallet of the top 3 referrers every day for the next 3 days.
#BeMyQuidaxBuddy"
534,26/05/22,"Calm down by @heisrema hits 55 million views making it his most viewed video in just 3 months 💃🏻💃🏻 

Thanks guys as always. Pls keep streaming 
"
535,26/05/22,Sent you 250. Good luck with your biz.
536,25/05/22,Yes you said so. Thanks for your support. Manage this 500.
537,25/05/22,Na Baba God Dey run am. This No 1 was not easy at all. Shout out to the Mavin team. Shout out to the Mavin fans. Shout out to Big Wiz for the timely co-sign 🦅.  We appreciate y’all. Thanks ❤️ #Mavins 
538,24/05/22,"Gbedu for everybody. 
"
539,24/05/22,"If you haven’t listened to Overdose by now. We forgive you lol. Oya listen here abeg 
"
540,24/05/22,Done boss. Thanks for all your support. Sent you 600k for the generator.
541,23/05/22,"Listen one more time at least before you sleep. Hehe 😉 
"
542,23/05/22,"Didn’t know any of these phobias. 
"
543,23/05/22,"Even if you have listened before, 

Listen to Overloading (Overdose) by Mavins here ==>>
"
544,22/05/22,"No 3 is a big deal for us. It’s the first No 3 for 3 of the Mavin artists on this project and we are super grateful for the love and support. Keep streaming guys. We love y’all. #Mavin 
"
545,17/05/22,"The song too sweet .
"
546,15/05/22,Boyspyce dreams cover. She killed it. ❤️
547,13/05/22,"Love this @magnitofreshout Ft @phynofino jam. Came out today. guys go check it out too. It’s called Who You? Thanks 

"
548,13/05/22,"We also dropped a performance video for you guys to enjoy the overdose. Go check it out on YouTube. 
"
549,13/05/22,"Good morning. Ehen whose verse have you learnt so far on the Overdose track by Mavins? Show off 😉 😁
"
550,13/05/22,Overdose by Mavins OUT NOW ❗️❗️
551,13/05/22,"See Ehn just gather everybody in your house, press play and have fun. Enjoy listening to this beauty all night. Overdose by Mavins OUT NOW ❗️❗️
"
552,12/05/22,"Y’all asked for a Mavin all star song. Get overdose at midnight. 🔥🔥🔥

Pls retweet to your followers. Thanks 🙏🏾"
553,12/05/22,Blood Sisters 🩸 is a must watch. Super dope. 🙌🏽🙌🏽🙌🏽
554,11/05/22,This Friday is music overdose 😁 - #Mavins
555,08/05/22,My baby is 10 years today. Join us as we celebrate #MavinAt10 . Thank you so much for all the love and support over the years. ❤️
556,06/05/22,"The “OU✝️LAW” E.P By @vict0ny IS OUT NOW WORLD WIDE 🚀! 
Show some love."
557,22/04/22,"Na fans dey blow artiste. So, I want you to help me carry Boyspyce EP on your head 👇🏾

Sell Boyspyce EP to your followers as creatively as possible and 5 people will get a chance to win 200k each. Infact, I'll link up with the top 3 most aggressive hawkers. 

What do you say?"
558,21/04/22,"Don’t believe the hype. Listen for yourself here. @BoySpyce - #MavinActivated 

"
559,21/04/22,"If you played the Easter Bunny Game, gather here! We have winners!!

These people had fun, listened to some beautiful music from @Boyspyce, and still won money on top. 

If you're among the 10, send a DM to @mavinrecords to confirm your email address and collect your 💵"
560,17/04/22,"Listen to my new artist @BoySpyce here
"
561,17/04/22,"My people my people pls epp me retweet this. My listeners might be on your timeline. Thanks. 

New Mavin @BoySpyce EP OUT NOW❗️❗️
"
562,16/04/22,"So we made a little upgrade to the Easter Bunny Game. I bet you'll love it. Who knows, we might even increase the prize money.

The rules are the same. Find Boyspyce's Bunny, 🐰Match all the Cards, Win Some Money. 2 more days till we pick 10 winners. 
"
563,16/04/22,"Abeg epp me share to your followers. New EP from the newest Mavin OUT NOW❗️❗️
"
564,15/04/22,"Show me what you listening to. 🐰
"
565,15/04/22,Don’t forget to follow the newest Mavin in town @BoySpyce 🐰. His Ep is Number 1 in the country right now. 
566,15/04/22,"Official video for NOBODY by @BoySpyce OUT NOW ❗️❗️❗️. 
"
567,15/04/22,"I love you guys for the support always. @BoySpyce 🐰 Debut EP is already Number 1 in less than 10hrs. We thank y’all for listening. Pls keep sharing. #Mavin 
"
568,15/04/22,"NEW MUSIC OUT NOW ❗️❗️ @BoySpyce 🐰
"
569,14/04/22,I need to start reading this book cos of the news I’m hearing. But for now pls welcome my new Mavin artist @BoySpyce to the family. Thanks
570,14/04/22,Being a tunnel with which a talent is being nurtured is a blessing I would never take for granted.
571,14/04/22,Guys help me follow and welcome to the Mavin family @BoySpyce #MavinActivated
572,14/04/22,"Official video for Love don’t cost a dime Re-up by @Iam_Magixx x @ayrastarr OUT NOW ❗️❗️
"
573,13/04/22,"Guys you can play the game as many times as possible. The aim is to finish faster than your previous scores. Let’s win this 💵💸💵🐰

"
574,11/04/22,Who is hotter? Me or the art?
575,11/04/22,"I love art 🖼 and I am glad to be the first collector of the Largest Augmented Reality Artpiece in Africa. Thank you @iam_ouverture

It’s a 1 of 1 piece with vibrant colours and large sizes and I am excited to be the first person to have this artwork in my home."
576,24/03/22,UPDATE!!!! #NewNFTProfilePic NFT by BoredApeYachtClub
577,24/03/22,Had to ape all in. 🙈
578,23/03/22,You are fast. I like that. I have sent you 250 dollars in ETH. Quidax is your crypto buddy.
579,22/03/22,"New bag alert 💪🏾. I am now the ambassador for @quidaxglobal and I’m a very proud Quidaxian. Follow @quidaxglobal first, RT this tweet and type QuidaxandCryptoMbappe in the comment section I’m sharing blessings tonight. ❤️💪🏾"
580,22/03/22,If I call you will you pick my call? 😉
581,20/03/22,I am glad UNILAG gave me the opportunity to be part of their #UNILAGNUGA2022 campaign. This has to go down in history as the best opening ceremony of a sporting event in Nigeria. See you at the closing ceremony.
582,15/03/22,Happy birthday King. ❤️
583,11/03/22,"My boy @Iam_Magixx is now a top 10 artist. Thanks to everyone loving and streaming his record. We really appreciate. 
magixx.lnk.to/LdCAd-ReUp 

"
584,11/03/22,"New Rema record. FYN FT AJ TRACEY OUT NOW!!!

"
585,10/03/22,"Ahhhh that’s not true naaa. Abeg epp me vibe to our song oooo. 

"
586,05/03/22,"You need a masseuse? I’m the best indeed. 😉 @kaitetsi_  

"
587,19/02/22,"Awwwww I’m very impressed. Una don Dey know better song small small lol. Love don’t cost a dime by @Iam_Magixx x @ayrastarr is now the number one R&B song. 💃🏻💃🏻. Thanks 

"
588,17/02/22,The Mavin team visited The Don’s Residence earlier today. We all learnt about NFTs and the exciting future. #Mavin #NFTs
589,16/02/22,"Listen to Love don’t cost a dime RE-UP by @Iam_Magixx Ft @ayrastarr here

"
590,12/02/22,"This love don’t cost a dime Re-Up by @Iam_Magixx x @ayrastarr gives goosebumps 

"
591,11/02/22,"NEW VIDEO ALERT 🚨. Go watch my boy Rema woo his babe for valentine in this beautiful video for his Number 1 smash hit single  #CalmDown 

"
592,11/02/22,"Guys pls help me retweet this to your followers. New Rema single | #CalmDown - rema.lnk.to/CalmDownSo 

OUT NOW!!! 🔥🔥🔥💃🏿💃🏿💃🏿"
593,23/01/22,"Guys we can do this oooo. Pls stream #Peru by @fireboydml and share on your page. Let’s gooooo 💪🏾💪🏾💪🏾 🇳🇬 

Pls retweet"
594,20/01/22,#NewNFTProfilePic  hehe @OwoAnietie don’t worry I got you. @AfroDroids
595,25/12/21,Ahh @OwoAnietie I go soon catch you o. 🙆🏾‍♂️ @AfroDroids .
596,16/12/21,Ok ⁦@audiomack⁩ this is a nice feature. I don support my boy ⁦@crayonthis⁩ hehe
597,14/12/21,WE ARE KONG. LFG 💪🏾
598,13/12/21,Ogbeni @ayrastarr to the moon ooo.
599,11/12/21,It’s about time 😁
600,10/12/21,Hey thanks for watching. Me I learnt about Crypto and how to trade mainly at @thebitapp_ng  They are pretty dope.
601,08/12/21,The floor for @ApeKidsClub is at 1.47ETH and climbing now. And we minted at 0.04 last week. 💃🏿💃🏿💃🏿
602,06/12/21,I have a gold kid too. 💃🏿💃🏿
603,06/12/21,In DC without VPN.
604,03/12/21,"Click to listen to new @crayonthis Ft @tobyshang - #Excuseme 

"
605,03/12/21,#ExcuseMe ❗️❗️❗️ Check this one out by @crayonthis Ft @tobyshang produced my @masterkraft_  #Mavin
606,01/12/21,Got mine. So adorable. Can’t wait for reveal.
607,01/12/21,Awwww got my sleeping beauty @ApeKidsClub  @VictoriorCG @TFGmykL
608,29/11/21,My NFT collection growing.
609,25/11/21,My team is set up nice. @Ladipoe #Mavin
610,23/11/21,This year’s NUGA games is on a different level. It’s high time we take our sports more seriously. It’s an honor to be called on to do the theme song for the NUGA this year. Drops on Friday #Champion
611,19/11/21,Time square @ayrastarr 👼🏾 ⭐️
612,17/11/21,"Here is to the entrepreneurs. The brave ones, the bold ones. The ones defying odds. We celebrate you. 

#StartMeUp  @bento_africa"
613,16/11/21,The whole market be red like Bloody Samaritan. Make e no past 58000 sha. 😢 what do u guys think? Where is it falling to?
614,09/11/21,Done ✅. Sent 200k to the abeg on your bio. GOD bless you.
615,07/11/21,Guys pls epp me tell Uncle @SnoopDogg about @AfroDroids by our very own @OwoAnietie 😁 #NFT
616,07/11/21,#NewProfilePic 😁 hehe See you in the metaverse @AfroDroids #DroidDon
617,06/11/21,Send this to anybody celebrating their birthday. HAPPY BIRTHDAY 🎉🎈🎊.
618,05/11/21,"Hmmmm click this link oooo. Ladipoe - #Providence 

Ladipoe.Lnk.To/providence"
619,05/11/21,VPN ON 🤦🏽‍♂️
620,04/11/21,"Afro Jigga Ft @heisrema on @Ladipoe’s #Providence is mental. Listen here

Ladipoe.Lnk.To/providence"
621,02/11/21,"Have you listened to Fashion Killer by @ayrastarr ? @KELLYROWLAND is feeling it o. Don’t carry last. 

ayrastarr.lnk.to/19-NDangerous"
622,31/10/21,Listen to running here.
