S/N,Date,Tweet
370,28/1/22,Happy birthday!!! 🖤
371,6/2/22,Congratulations to Senegal 🇸🇳! Afcon champions @FootballSenegal @Fsfofficielle Well deserved see you this Weekend..!!!!
372,19/1/22,Lol! It’s about to be an eventful year
373,27/12/21,#BurnaLiveInLagos Today! 🦍☺️
374,26/12/21,#BurnaLiveInLagos tomorrow! 😍🦍
375,17/12/21,GO CRAZY! #Burnaxmsg 🛸💨
376,17/12/21,Oui 🙏🏾
377,15/12/21,Don’t snooze guys! 😭😭
378,14/12/21,Isong my man @p2jmusic !!!!
379,13/12/21,Also #santaburna is on the loose today 🎶 👀
380,10/12/21,It’s lit!!! 🔥🔥 #BurnaxMSG
381,7/12/21,Tomorrow ……🇬🇭 x 🇳🇬 #santaburna is backkkkk
382,30/11/21,Happy birthday @garrick_steph
383,17/11/21,"Lagos, how can I forget U!? 27/12 🇳🇬"
384,14/11/21,Lewis Hamilton! Greatest Driver of all time 🏎
385,12/11/21,"TROP FORT! 🇫🇷 21’

📷 @ElliotHensford"
386,11/11/21,Love u ❤️
387,11/11/21,THANK YOU PARIS!! 😭🖤 🇫🇷
388,7/11/21,"Hamburg Germany 
This is a Fake Afterparty ! 
Please Disregard . 
I will not be here respectfully"
389,4/11/21,"Let’s go!! ❤️#MISEDUCATIONFOUNDATION#
@GlblCtzn @UN @BorisJohnson @BritishCouncil"
390,1/11/21,Love this!
391,1/11/21,OUTSIDELANDS FESTIVAL 21’
392,27/10/21,I want to be like you when I grow up @NissiNation 🥺🥺
393,25/10/21,Views. @F1 Gand Prix. 🏎💨
394,20/10/21,20.10.20 🕯 🇳🇬
395,18/10/21,NO REHEARSAL 🦍
396,18/10/21,🔥🔥🔥🔥🔥 @ESMagOfficial !
397,14/10/21,Big big love!! 🇳🇱
398,13/10/21,#WANTITALL
399,11/10/21,Well deserved my brothers ❤️🙏🏾
400,11/10/21,"Hollywood Bowl 21’ 
📸 @jenjphoto"
401,9/10/21,We’re getting your 🇳🇬 passport ready! 😂
402,9/10/21,OUTSIDERS ❤️❤️
403,9/10/21,Big Wiz 💯
404,9/10/21,Love this @EmmanuelAcho
405,9/10/21,Thank you for coming 😉 @QUEENSLEYFELIX
406,8/10/21,Amazing! Love to my bro @Santandave1 for this one . Classic Record 🔥🔥💯
407,5/10/21,Wetin man go do!?
408,5/10/21,Lost In Riddim 21’
409,4/10/21,Finalising my set list for the holly wood bowl! Tell me what songs you wanna hear 👀👀
410,3/10/21,Let’s gooooooo
411,2/10/21,For anyone wey dey ask what I ball for!? 🙂
412,1/10/21,"NO lie, no cap, God knows 🎶 #WANTITALL"
413,1/10/21,#WANTITALL
414,26/9/21,Global Citizen Live 21 #GlobalCitizenLive
415,22/9/21,When the OUTSIDERS get on the tour bus 😂😭🙏🏾 #SPACEDRIFT
416,19/9/21,Strawberries & Creem 21’ 🍓
417,13/9/21,Beautiful Mind.
418,13/9/21,PARK LIFE 2️⃣1️⃣
419,11/9/21,Watched my brother kill it! @paulpogba 🙏🏾🎉 #MU
420,10/9/21,QUESTIONNNNNNNNNN 🎶
421,29/8/21,The Space drift Continues. 🛸
422,29/8/21,I stay thanking God that Real life is not Twitter or Social media. I always win in Real Life. ALWAYS! Remember that.
423,28/8/21,WHAT A TIME! 🛸💨🇬🇧
424,27/8/21,Girls like Ruger die 😂😂
425,27:8/21,I swear watching REMA and OMAH LAY tonight made me so emotional. I’m so proud of them boys.
426,27/8/21,OUTSIDERS 4 ever
427,27/8/21,You think say e easy for Space?
428,27/8/21,D-Day 🛸💨🇬🇧
429,26/8/21,The Dancing starts now lol 😉 #burnaboy02
430,25/8/21,Truer words have never been spoken 💯
431,25/8/21,Walked into rehearsals then this……the angels are ready 🇬🇧🇬🇧 🔥🔥
432,24/8/21,If dem like make dem chop all the tomato dem no go ketchup 🍅 🎶
433,23/8/21,It’s Don Jazzy Again!!!
434,23/8/21,It’s not too much to ask na.
435,15/8/21,London …. It’s almost time! 🇬🇧 🛸💨
436,14/8/21,What’s your favourite song on there? #TAT
437,14/8/21,I make albums that represent the energy and emotion that I feel at specific times in my life; making #TAT was therapy for me. Happy first birthday 🛸💨
438,29/7/21,Steppin’ 🛸
439,21/7/21,I said …DONT PLAY WITH BRO!!! 🏆 💪🏾
440,20/7/21,#EidMubarak
441,13/7/21,"Wetin you find go sokoto, me I get am for shokoto 👖"
442,12/7/21,MVPs 🏆
443,11-7/21,So Fearless. You inspired a whole generation and Left an Impact For Eternity. An absolute LEGEND. RIP @Soundsultan 🕊
444,10/7/21,God is Great So happy for you @eddiethedon12 . 💯
445,10/7-21,❤️ @angeliquekidjo
446,10/7/21,"As e dey pain dem, E go dey sweet us! As E dey sweet us, E go dey pain dem!!"
447,10/7/21,Major announcement 📣 🔜. 🥳🥳🥳🥳🥳
448,10/7/21,GOD IS TRULY WONDERFUL
449,10/7/21,"I’ve sold out every venue I’ve ever been booked for since 2018. Most of them 2 or three nights back to back. This next chapter of my Life as a performer is something I really look forward to. I’m in only ARENAS, STADIUMS and FESTIVALS worldwide. DREAMS come TRUE for REAL. 🙏🏾"
450,10/7/21,That babe wey nor know our face don dey my dms since 2018 o. 😂🤣 🤣.
451,7/7/21,Thank you to every club we went to. Thank you to everyone in Miami who held us down. Thank you to everyone who showed up. Thank you to everyone back home and all around the world who Celebrated me even in my absence. May you all be celebrated the same way. Love you all.
452,7/7/21,I really wanna thank everyone involved in making my Birthday special. This birthday really meant a lot to me. I remember a time I wasn’t sure I’d even see age 30. From the bottom of my heart I appreciate everyone who went out of their way to make my day.
453,6/7/21,BIG TUNE!!! 🔥🔥🔥
454,3/7/21,Are there really 30+ traits?? 😪 24 hours into it and my joints are squeaking!
455,3/7/21,"Big love to you all for the birthday love!! I see it, I feel it 🖤🖤 #BURNA30"
456,28/6/21,Namix with the Drip!!! 🔥
457,27/6/21,🙏🏾 X #BETAwards
458,27/6/21,Yes @BET_Africa !! 🦍🦍#betawards2021
459,27/6/21,Thank you @BET #BETAwards
460,27/6/21,Thank you @TwitterMusic #BETAwards
461,24/6/21,OBVIOUSLY!! Stop playing with BRO
462,27/6/21,Thank you #BETAwards
463,23/6/21,Everyone who can make it to MIAMI on the 2nd of July to the 5th of July should COME PARTY with me.
464,23/6/21,I’m feeling emotional as fuck right now. lol. I wanna be in MIAMI on my birthday Smiling the whole week. @Diddy @Pharrell @KodakBlack1k @USMAN84kg @RickRoss @ZoeyDollaz im turning 30 in yo City! What we doing?
465,23/6/21,My Father is Not rich at all But i pray that as this new phase of my life begins I can be even half the man that he is. I just want to be better and do better
466,23/6/21,I can’t believe I’m really turning 30 years old in a week.
467,22/6/21,YABA BULUKUUUUU! … you know we had to spin it for the people!
468,22/6/21,E file fun Burna 😰
469,17/6/21,😂. Me sef I pray make this kind thing happen.
470,3/6/21,"📍 London, 2019 🦍"
471,29/5/21,"No face, no case."
472,28/5/21,"🖤🖤, I might have something for you"
473,25/5/21,😂😂 this guy!
474,25/5/21,I’ll be drifting all summer 2021 🏎🏁
475,25/5/21,WE’RE OUTSIDE!
476,24/5/21,🇬🇧 big announcement in a few hours ………
477,18/5/21,OUTSIDERS 🔒
478,18:5/21,Lol. I didn’t get a dime. Only the artists who honoured me by performing at my homecoming were paid. Get your facts right.
479,18/5/21,All join! Add Colombia and Timbuktu sef. 🙏🏾
480,18/5/21,"I’m from here and I live here because I love my home and my people, E no pass like that. I don’t make money from Nigeria. Na only cruise dey here."
481,18/5/21,Me wey no even be Nigerian artist. 🤣😂
482,18/5/21,"🤣 you dey mind dem? Abeg come carry me, I wan go Festac."
483,18/5/21,"Bro. Don’t get worked up. It’s Nigerian Twitter with 2 delusional fanbases, trust me You are not talking to actual people if their handles look like that."
484,13/5/21,How many KM?
485,10/5/21,YOU are goals! ❤️
486,10/5/21,Yes bro!! 💪🏾💪🏾
487,7/5/21,The dull** eyed masses.
488,7/5/21,I forever suffer. The full eyed masses hatred of anything they do not understand. I embraced my pain and turned it into the greatest weapon this world will ever know.
489,7/5/21,OUTSIDER
490,7/5/21,"This next album. I need you to hear the pain in my voice, The pain of an OUTSIDER, Forever marked by my skin ,my past and the place I come from No matter how skilled I am or how honourable I proved myself."
491,4/5/21,Still Striving 🙏🏾🦍
492,4/5/21,😂😂 it’s the best accent ever!
493,4/5/21,Let’s go!!! 🔥
494,2/5/21,Nice !!!! @SkratchBastid ! #KILOMETRE 💨
495,2/5/21,Birthday blessings @lilyallen! 🎂 #morelife
496,1/5/21,Enjoy bro!! ❤️
497,30/4/21,Great work! @AniefiokEkp 🔥🏃🏾💨💨
498,29/4/21,“Bad mind.” Not “bad man”. (But u try sha) you Solid.
499,28/4/21,A unit for measuring distance #WORDOFTHEDAY 🦍
500,27/4/21,“No Love I Only cry when I think about Gambo or look at his Last tweets”
501,,
502,,
503,,
504,,
505,,
506,,
507,,
508,,
509,,
510,,
511,,
512,,
513,,
514,,
515,,
516,,
517,,
518,,
519,,
520,,
521,,
522,,
523,,
524,,
525,,
526,,
527,,
528,,
529,,
530,,
531,,
532,,
533,,
534,,
535,,
536,,
537,,
538,,
539,,
540,,
541,,
542,,
543,,
544,,
545,,
546,,
547,,
548,,
549,,
550,,
551,,
552,,
553,,
554,,
555,,
556,,
557,,
558,,
559,,
560,,
561,,
562,,
563,,
564,,
565,,
566,,
567,,
568,,
569,,
570,,
571,,
572,,
573,,
574,,
575,,
576,,
577,,
578,,
579,,
580,,
581,,
582,,
583,,
584,,
585,,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,,
651,,
652,,
653,,
654,,
655,,
656,,
657,,
658,,
659,,
660,,
661,,
662,,
663,,
664,,
665,,
666,,
667,,
668,,
669,,
670,,
671,,
672,,
673,,
674,,
675,,
676,,
677,,
678,,
679,,
680,,
681,,
682,,
683,,
684,,
685,,
686,,
687,,
688,,
689,,
690,,
691,,
692,,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,,
723,,
724,,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,,
738,,
739,,
740,,
741,,
742,,
743,,
744,,
745,,
746,,
747,,
748,,
749,,
750,,
751,,
752,,
753,,
754,,
755,,
756,,
757,,
758,,
759,,
760,,
761,,
762,,
763,,
764,,
765,,
766,,
767,,
768,,
769,,
770,,
771,,
772,,
773,,
774,,
775,,
776,,
777,,
778,,
779,,
780,,
781,,
782,,
783,,
784,,
785,,
786,,
787,,
788,,
789,,
790,,
791,,
792,,
793,,
794,,
795,,
796,,
797,,
798,,
799,,
800,,
801,,
802,,
803,,
804,,
805,,
806,,
807,,
808,,
809,,
810,,
811,,
812,,
813,,
814,,
815,,
816,,
817,,
818,,
819,,
820,,
821,,
822,,
823,,
824,,
825,,
826,,
827,,
828,,
829,,
830,,
831,,
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,,
844,,
845,,
846,,
847,,
848,,
849,,
850,,
851,,
852,,
853,,
854,,
855,,
856,,
857,,
858,,
859,,
860,,
861,,
862,,
863,,
864,,
865,,
866,,
867,,
868,,
869,,
870,,
871,,
872,,
873,,
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,,
890,,
891,,
892,,
893,,
894,,
895,,
896,,
897,,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,,
925,,
926,,
927,,
928,,
929,,
930,,
931,,
932,,
933,,
934,,
935,,
936,,
937,,
938,,
939,,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,,
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
998,,
999,,
1000,,
